lore_code,lore_name,matched_sku,matched_product_name,score,action
1,[26001129] Offered Hermit Merchant's Bell Bearing,,,0.519,UNMATCHED
7,[26001130] Offered Nomadic Merchant's Bell Bearing,,,0.518,UNMATCHED
8,[26001131] Offered Nomadic Merchant's Bell Bearing,,,0.518,UNMATCHED
9,[26001132] Offered Nomadic Merchant's Bell Bearing,,,0.518,UNMATCHED
10,[26001133] Offered Nomadic Merchant's Bell Bearing,,,0.518,UNMATCHED
11,[26001134] Offered Nomadic Merchant's Bell Bearing,,,0.518,UNMATCHED
3,[26001135] Offered Isolated Merchant's Bell Bearing,,,0.507,UNMATCHED
2,[26001136] Offered Hermit Merchant's Bell Bearing,,,0.519,UNMATCHED
3,[26001138] Offered Hermit Merchant's Bell Bearing,,,0.519,UNMATCHED
1,[26001151] Offered Smithing Miner's Bell Bearing,,,0.530,UNMATCHED
2,[26001152] Offered Smithing Miner's Bell Bearing,,,0.530,UNMATCHED
3,[26001153] Offered Smithing Miner's Bell Bearing,,,0.530,UNMATCHED
4,[26001154] Offered Smithing Miner's Bell Bearing,,,0.530,UNMATCHED
1,[26001155] Offered Somber Miner's Bell Bearing,,,0.543,UNMATCHED
2,[26001156] Offered Somber Miner's Bell Bearing,,,0.543,UNMATCHED
3,[26001157] Offered Somber Miner's Bell Bearing,,,0.543,UNMATCHED
4,[26001158] Offered Somber Miner's Bell Bearing,,,0.543,UNMATCHED
5,[26001159] Offered Somber Miner's Bell Bearing,,,0.543,UNMATCHED
1,[26001160] Offered Glovewort Picker's Bell Bearing,,,0.543,UNMATCHED
2,[26001161] Offered Glovewort Picker's Bell Bearing,,,0.543,UNMATCHED
3,[26001162] Offered Glovewort Picker's Bell Bearing,,,0.543,UNMATCHED
1,[26001163] Offered Ghostform Picker's Bell Bearing,,,0.518,UNMATCHED
2,[26001164] Offered Ghostform Picker's Bell Bearing,,,0.518,UNMATCHED
3,[26001165] Offered Ghostform Picker's Bell Bearing,,,0.518,UNMATCHED
10,test gem 1,,,0.526,UNMATCHED
10000,Ash of War: Lion's Claw,,,0.514,UNMATCHED
10100,Ash of War: Impaling Thrust,,,0.500,UNMATCHED
10200,Ash of War: Piercing Fang,,,0.500,UNMATCHED
10300,Ash of War: Spinning Slash,,,0.500,UNMATCHED
10500,Ash of War: Charge Forth,,,0.528,UNMATCHED
10600,Ash of War: Stamp (Upward Cut),,,0.480,UNMATCHED
10700,Ash of War: Stamp (Sweep),,,0.526,UNMATCHED
10800,Ash of War: Blood Tax,,,0.537,UNMATCHED
10900,Ash of War: Repeating Thrust,,,0.500,UNMATCHED
11000,Ash of War: Wild Strikes,,,0.526,UNMATCHED
11100,Ash of War: Spinning Strikes,,,0.558,UNMATCHED
11200,Ash of War: Double Slash,,,0.528,UNMATCHED
11300,Ash of War: Prelate's Charge,,,0.500,UNMATCHED
11400,Ash of War: Unsheathe,,,0.600,UNMATCHED
11500,Ash of War: Square Off,,,0.513,UNMATCHED
11600,Ash of War: Giant Hunt,,,0.529,UNMATCHED
11700,Ash of War: Torch Attack,,,0.476,UNMATCHED
11800,Ash of War: Loretta's Slash,,,0.558,UNMATCHED
11900,Ash of War: Poison Moth Flight,,,0.490,UNMATCHED
12000,Ash of War: Spinning Weapon,,,0.486,UNMATCHED
12100,Ashes of War: Wicked Stance,,,0.500,UNMATCHED
12200,Ash of War: Storm Assault,,,0.524,UNMATCHED
12300,Ash of War: Stormcaller,,,0.550,UNMATCHED
12400,Ash of War: Sword Dance,,,0.500,UNMATCHED
12500,Ash of War: Spinning Chain,,,0.500,UNMATCHED
20000,Ash of War: Glintblade Phalanx,MENU_KNOWLEDGE_06005,Glintblade Phalanx,0.766,LOW_CONFIDENCE
20100,Ash of War: Sacred Blade,,,0.556,UNMATCHED
20200,Ash of War: Ice Spear,,,0.645,UNMATCHED
20300,Ash of War: Glintstone Pebble,MENU_KNOWLEDGE_06000,Glintstone Pebble,0.756,LOW_CONFIDENCE
20400,Ash of War: Bloody Slash,,,0.545,UNMATCHED
20500,Ash of War: Lifesteal Fist,,,0.474,UNMATCHED
20700,Ash of War: Eruption,,,0.625,UNMATCHED
20800,Ash of War: Prayerful Strike,,,0.465,UNMATCHED
20900,Ash of War: Gravitas,,,0.514,UNMATCHED
21000,Ash of War: Storm Blade,,,0.571,UNMATCHED
21200,Ash of War: Earthshaker,,,0.571,UNMATCHED
21300,Ash of War: Golden Land,,,0.600,UNMATCHED
21400,Ash of War: Flaming Strike,,,0.537,UNMATCHED
21600,Ash of War: Thunderbolt,,,0.550,UNMATCHED
21700,Ash of War: Lightning Slash,,,0.585,UNMATCHED
21800,Ash of War: Carian Grandeur,,,0.545,UNMATCHED
21900,Ash of War: Carian Greatsword,MENU_KNOWLEDGE_06050,Carian Greatsword,0.756,LOW_CONFIDENCE
22000,Ash of War: Vacuum Slice,,,0.512,UNMATCHED
22100,Ash of War: Black Flame Tornado,,,0.600,UNMATCHED
22200,Ash of War: Sacred Ring of Light,,,0.655,UNMATCHED
22300,Ash of War: Firebreather,,,0.537,UNMATCHED
22400,Ash of War: Blood Blade,,,0.550,UNMATCHED
22500,Ash of War: Phantom Slash,,,0.474,UNMATCHED
22600,Ash of War: Spectral Lance,,,0.541,UNMATCHED
22700,Ash of War: Chilling Mist,,,0.541,UNMATCHED
22800,Ash of War: Poisonous Mist,,,0.611,UNMATCHED
30000,Ash of War: Shield Bash,,,0.632,UNMATCHED
30100,Ash of War: Barricade Shield,,,0.605,UNMATCHED
30200,Ash of War: Parry,,,0.562,UNMATCHED
30300,Ash of War: Buckler Parry,,,0.500,UNMATCHED
30400,Ash of War: Parry,,,0.562,UNMATCHED
30500,Ash of War: Carian Retaliation,MENU_KNOWLEDGE_06040,Carian Retaliation,0.766,LOW_CONFIDENCE
30600,Ash of War: Storm Wall,,,0.545,UNMATCHED
30700,Ash of War: Golden Parry,,,0.556,UNMATCHED
30800,Ash of War: Shield Crash,,,0.615,UNMATCHED
30900,Ash of War: No Skill,,,0.571,UNMATCHED
31000,Ash of War: Thops's Barrier,,,0.732,UNMATCHED
40000,Ash of War: Through and Through,,,0.467,UNMATCHED
40100,Ash of War: Barrage,,,0.556,UNMATCHED
40200,Ash of War: Mighty Shot,,,0.512,UNMATCHED
40400,Ash of War: Enchanted Shot,,,0.533,UNMATCHED
40500,Ash of War: Sky Shot,,,0.571,UNMATCHED
40600,Ash of War: Rain of Arrows,,,0.553,UNMATCHED
40700,Ashes of War: Invisible Arrow,,,0.536,UNMATCHED
50100,Ash of War: Hoarfrost Stomp,,,0.444,UNMATCHED
50200,Ash of War: Storm Stomp,,,0.500,UNMATCHED
50300,Ash of War: Kick,,,0.571,UNMATCHED
50400,Ash of War: Lightning Ram,,,0.615,UNMATCHED
50500,Ash of War: Flame of the Redmanes,,,0.566,UNMATCHED
50600,Ash of War: Ground Slam,,,0.514,UNMATCHED
50700,Ash of War: Golden Slam,,,0.571,UNMATCHED
50800,Ash of War: Waves of Darkness,,,0.489,UNMATCHED
50900,Ash of War: Hoarah Loux's Earthshaker,,,0.429,UNMATCHED
60000,Ash of War: Determination,,,0.537,UNMATCHED
60100,Ash of War: Royal Knight's Resolve,,,0.545,UNMATCHED
60200,Ash of War: Assassin's Gambit,,,0.531,UNMATCHED
60300,Ash of War: Golden Vow,,,0.645,UNMATCHED
60400,Ash of War: Sacred Order,,,0.537,UNMATCHED
60500,Ash of War: Shared Order,,,0.537,UNMATCHED
60600,Ash of War: Seppuku,,,0.516,UNMATCHED
60700,Ash of War: Cragblade,,,0.545,UNMATCHED
65000,Ash of War: Barbaric Roar,,,0.500,UNMATCHED
65100,Ash of War: War Cry,,,0.471,UNMATCHED
65200,Ash of War: Beast's Roar,,,0.545,UNMATCHED
65300,Ash of War: Troll's Roar,,,0.595,UNMATCHED
65400,Ash of War: Braggart's Roar,,,0.500,UNMATCHED
70000,Ash of War: Endure,,,0.629,UNMATCHED
70100,Ash of War: Vow of the Indomitable,,,0.492,UNMATCHED
70200,Ash of War: Holy Ground,,,0.514,UNMATCHED
80000,Ash of War: Quickstep,,,0.550,UNMATCHED
80100,Ash of War: Bloodhound's Step,,,0.545,UNMATCHED
80200,Ash of War: Raptor of the Mists,,,0.490,UNMATCHED
85000,Ash of War: White Shadow's Lure,,,0.520,UNMATCHED
100,Tarnished's Furled Finger,,,0.588,UNMATCHED
101,Duelist's Furled Finger,,,0.564,UNMATCHED
102,Bloody Finger,,,0.571,UNMATCHED
103,Finger Severer,,,0.720,UNMATCHED
104,White Cipher Ring,,,0.571,UNMATCHED
105,Blue Cipher Ring,,,0.606,UNMATCHED
106,Tarnished's Wizened Finger,,,0.615,UNMATCHED
107,Phantom Bloody Finger,,,0.513,UNMATCHED
108,Taunter's Tongue,,,0.588,UNMATCHED
109,Small Golden Effigy,,,0.564,UNMATCHED
110,Small Red Effigy,,,0.474,UNMATCHED
111,Festering Bloody Finger,,,0.529,UNMATCHED
112,Recusant Finger,,,0.538,UNMATCHED
115,Memory of Grace,,,0.667,UNMATCHED
130,Spectral Steed Whistle,,,0.564,UNMATCHED
135,Phantom Great Rune,,,0.703,UNMATCHED
150,Furlcalling Finger Remedy,,,0.528,UNMATCHED
190,Rune Arc,,,0.556,UNMATCHED
191,Godrick's Great Rune,MENU_KNOWLEDGE_03078,Godrick_s Great Rune,1.000,UPDATED
192,Radahn's Great Rune,MENU_KNOWLEDGE_03079,Radahn_s Great Rune,1.000,UPDATED
193,Morgott's Great Rune,MENU_KNOWLEDGE_03080,Morgott_s Great Rune,1.000,UPDATED
194,Rykard's Great Rune,MENU_KNOWLEDGE_03081,Rykard_s Great Rune,1.000,UPDATED
195,Mohg's Great Rune,MENU_KNOWLEDGE_03082,Mohg_s Great Rune,1.000,UPDATED
196,Malenia's Great Rune,MENU_KNOWLEDGE_03083,Malenia_s Great Rune,1.000,UPDATED
200,Flask of Crimson Tears,,,0.600,UNMATCHED
201,Flask of Crimson Tears,,,0.600,UNMATCHED
220,Flask of Cerulean Tears,,,0.612,UNMATCHED
221,Flask of Cerulean Tears,,,0.612,UNMATCHED
250,Flask of Wondrous Physick,,,0.489,UNMATCHED
251,Flask of Wondrous Physick,,,0.489,UNMATCHED
300,Fire Pot,,,0.632,UNMATCHED
301,Redmane Fire Pot,,,0.629,UNMATCHED
302,Giantsflame Fire Pot,,,0.732,UNMATCHED
320,Lightning Pot,MENU_KNOWLEDGE_06406,Lightning Spear,0.786,LOW_CONFIDENCE
321,Ancient Dragonbolt Pot,,,0.723,UNMATCHED
330,Fetid Pot,,,0.600,UNMATCHED
340,Swarm Pot,,,0.609,UNMATCHED
350,Holy Water Pot,,,0.519,UNMATCHED
351,Sacred Order Pot,,,0.593,UNMATCHED
360,Freezing Pot,MENU_KNOWLEDGE_06030,Freezing Mist,0.800,LOW_CONFIDENCE
370,Poison Pot,MENU_KNOWLEDGE_06610,Poison Mist,0.762,LOW_CONFIDENCE
380,Oil Pot,,,0.706,UNMATCHED
390,Alluring Pot,,,0.593,UNMATCHED
391,Beastlure Pot,,,0.583,UNMATCHED
400,Roped Fire Pot,,,0.560,UNMATCHED
420,Roped Lightning Pot,,,0.732,UNMATCHED
430,Roped Fetid Pot,,,0.538,UNMATCHED
440,Roped Poison Pot,,,0.667,UNMATCHED
450,Roped Oil Pot,,,0.625,UNMATCHED
460,Roped Magic Pot,,,0.552,UNMATCHED
470,Roped Fly Pot,,,0.625,UNMATCHED
480,Roped Freezing Pot,,,0.645,UNMATCHED
490,Roped Volcano Pot,,,0.556,UNMATCHED
510,Roped Holy Water Pot,,,0.541,UNMATCHED
600,Volcano Pot,,,0.571,UNMATCHED
610,Albinauric Pot,MENU_KNOWLEDGE_11041,Albinauric Bow,0.857,LOW_CONFIDENCE
630,Cursed-Blood Pot,,,0.593,UNMATCHED
640,Sleep Pot,,,0.526,UNMATCHED
650,Rancor Pot,,,0.667,UNMATCHED
660,Magic Pot,,,0.696,UNMATCHED
661,Academy Magic Pot,,,0.564,UNMATCHED
670,Rot Pot,,,0.706,UNMATCHED
810,Rowa Raisin,,,0.667,UNMATCHED
811,Sweet Raisin,,,0.571,UNMATCHED
812,Frozen Raisin,,,0.714,UNMATCHED
820,Boiled Crab,,,0.727,UNMATCHED
830,Boiled Prawn,,,0.600,UNMATCHED
900,Neutralizing Boluses,,,0.545,UNMATCHED
910,Stanching Boluses,,,0.562,UNMATCHED
920,Thawfrost Boluses,,,0.516,UNMATCHED
930,Stimulating Boluses,,,0.588,UNMATCHED
940,Preserving Boluses,,,0.516,UNMATCHED
950,Rejuvenating Boluses,,,0.485,UNMATCHED
960,Clarifying Boluses,,,0.645,UNMATCHED
1000,Flask of Crimson Tears,,,0.600,UNMATCHED
1001,Flask of Crimson Tears,,,0.600,UNMATCHED
1050,Flask of Cerulean Tears,,,0.612,UNMATCHED
1051,Flask of Cerulean Tears,,,0.612,UNMATCHED
1100,Pickled Turtle Neck,,,0.629,UNMATCHED
1110,Immunizing Cured Meat,,,0.667,UNMATCHED
1120,Invigorating Cured Meat,,,0.545,UNMATCHED
1130,Clarifying Cured Meat,,,0.667,UNMATCHED
1140,Dappled Cured Meat,,,0.595,UNMATCHED
1150,Spellproof Dried Liver,,,0.537,UNMATCHED
1160,Fireproof Dried Liver,,,0.488,UNMATCHED
1170,Lightningproof Dried Liver,,,0.621,UNMATCHED
1180,Holyproof Dried Liver,,,0.542,UNMATCHED
1190,Silver-Pickled Fowl Foot,,,0.651,UNMATCHED
1200,Gold-Pickled Fowl Foot,,,0.683,UNMATCHED
1210,Exalted Flesh,,,0.571,UNMATCHED
1220,Deathsbane Jerky,,,0.480,UNMATCHED
1235,Raw Meat Dumpling,,,0.581,UNMATCHED
1240,Shabriri Grape,MENU_KNOWLEDGE_03052,Shabriri Grape,1.000,UPDATED
1290,Starlight Shards,,,0.741,UNMATCHED
1310,Immunizing White Cured Meat,,,0.667,UNMATCHED
1320,Invigorating White Cured Meat,,,0.557,UNMATCHED
1330,Clarifying White Cured Meat,,,0.667,UNMATCHED
1340,Dappled White Cured Meat,,,0.512,UNMATCHED
1350,Deathsbane White Jerky,,,0.500,UNMATCHED
1400,Fire Grease,,,0.643,UNMATCHED
1410,Lightning Grease,MENU_KNOWLEDGE_06406,Lightning Spear,0.774,LOW_CONFIDENCE
1420,Magic Grease,,,0.600,UNMATCHED
1430,Holy Grease,,,0.621,UNMATCHED
1440,Blood Grease,MENU_KNOWLEDGE_01028,Bloodrose,0.762,LOW_CONFIDENCE
1450,Soporific Grease,,,0.556,UNMATCHED
1460,Poison Grease,,,0.667,UNMATCHED
1470,Freezing Grease,,,0.714,UNMATCHED
1480,Dragonwound Grease,,,0.647,UNMATCHED
1490,Rot Grease,,,0.720,UNMATCHED
1500,Drawstring Fire Grease,,,0.638,UNMATCHED
1510,Drawstring Lightning Grease,,,0.619,UNMATCHED
1520,Drawstring Magic Grease,,,0.583,UNMATCHED
1530,Drawstring Holy Grease,,,0.596,UNMATCHED
1540,Drawstring Blood Grease,,,0.615,UNMATCHED
1550,Drawstring Soporific Grease,,,0.558,UNMATCHED
1560,Drawstring Poison Grease,,,0.612,UNMATCHED
1570,Drawstring Freezing Grease,,,0.549,UNMATCHED
1590,Drawstring Rot Grease,,,0.649,UNMATCHED
1690,Shield Grease,,,0.560,UNMATCHED
1700,Throwing Dagger,,,0.645,UNMATCHED
1710,Bone Dart,,,0.600,UNMATCHED
1720,Poisonbone Dart,,,0.667,UNMATCHED
1730,Kukri,,,0.400,UNMATCHED
1740,Crystal Dart,MENU_KNOWLEDGE_06006,Crystal Burst,0.800,LOW_CONFIDENCE
1750,Fan Daggers,,,0.593,UNMATCHED
1760,Ruin Fragment,MENU_KNOWLEDGE_00523,Ruin Fragment,1.000,UPDATED
1810,Fetid Flesh,,,0.600,UNMATCHED
1830,Explosive Stone,,,0.743,UNMATCHED
1831,Explosive Stone Clump,,,0.634,UNMATCHED
1840,Poisoned Stone,,,0.720,UNMATCHED
1841,Poisoned Stone Clump,,,0.600,UNMATCHED
2020,Rainbow Stone,,,0.640,UNMATCHED
2030,Glowstone,,,0.667,UNMATCHED
2040,Telescope,,,0.667,UNMATCHED
2050,Grace Mimic,,,0.522,UNMATCHED
2070,Lantern,,,0.667,UNMATCHED
2080,Blasphemous Claw,,,0.625,UNMATCHED
2090,Deathroot,MENU_KNOWLEDGE_00557,Deathroot,1.000,UPDATED
2100,Soft Cotton,,,0.581,UNMATCHED
2120,Soap,,,0.444,UNMATCHED
2130,Celestial Dew,MENU_KNOWLEDGE_00624,Celestial Dew,1.000,UPDATED
2140,Margit's Shackle,,,0.645,UNMATCHED
2150,Mohg's Shackle,,,0.611,UNMATCHED
2160,Pureblood Knight's Medal,,,0.583,UNMATCHED
2190,Miquella's Needle,MENU_KNOWLEDGE_00630,Miquella_s Needle,1.000,UPDATED
2200,"Prattling Pate ""Hello""",,,0.579,UNMATCHED
2201,"Prattling Pate ""Thank you""",,,0.500,UNMATCHED
2202,"Prattling Pate ""Apologies""",,,0.500,UNMATCHED
2203,"Prattling Pate ""Wonderful""",,,0.500,UNMATCHED
2204,"Prattling Pate ""Please help""",,,0.500,UNMATCHED
2205,"Prattling Pate ""My beloved""",,,0.500,UNMATCHED
2206,"Prattling Pate ""Let's get to it""",,,0.473,UNMATCHED
2207,"Prattling Pate ""You're beautiful""",,,0.462,UNMATCHED
2900,Golden Rune [1],,,0.690,UNMATCHED
2902,Golden Rune [3],,,0.690,UNMATCHED
2905,Golden Rune [6],,,0.690,UNMATCHED
2909,Golden Rune [10],,,0.667,UNMATCHED
2913,Numen's Rune,,,0.625,UNMATCHED
2914,Hero's Rune [1],,,0.560,UNMATCHED
2919,Lord's Rune,,,0.727,UNMATCHED
2950,Remembrance of the Grafted,,,0.578,UNMATCHED
2951,Remembrance of the Starscourge,,,0.548,UNMATCHED
2952,Remembrance of the Omen King,,,0.567,UNMATCHED
2953,Remembrance of the Blasphemous,,,0.545,UNMATCHED
2954,Remembrance of the Rot Goddess,,,0.549,UNMATCHED
2955,Remembrance of the Blood Lord,,,0.542,UNMATCHED
2956,Remembrance of the Black Blade,,,0.537,UNMATCHED
2957,Remembrance of Hoarah Loux,,,0.533,UNMATCHED
2958,Remembrance of the Dragonlord,,,0.531,UNMATCHED
2959,Remembrance of the Full Moon Queen,,,0.594,UNMATCHED
2960,Remembrance of the Lichdragon,,,0.542,UNMATCHED
2961,Remembrance of the Fire Giant,,,0.560,UNMATCHED
2962,Remembrance of the Regal Ancestor,,,0.571,UNMATCHED
2963,Elden Remembrance,,,0.529,UNMATCHED
2964,Remembrance of the Naturalborn,,,0.581,UNMATCHED
2990,Lands Between Rune,,,0.595,UNMATCHED
3000,Ancestral Infant's Head,,,0.696,UNMATCHED
3010,Omen Bairn,,,0.600,UNMATCHED
3011,Regal Omen Bairn,,,0.533,UNMATCHED
3020,Miranda's Prayer,,,0.733,UNMATCHED
3030,Cuckoo Glintstone,,,0.645,UNMATCHED
3040,Mimic's Veil,,,0.560,UNMATCHED
3050,Glintstone Scrap,MENU_KNOWLEDGE_06028,Glintstone Icecrag,0.824,LOW_CONFIDENCE
3051,Large Glintstone Scrap,,,0.711,UNMATCHED
3060,Gravity Stone Fan,,,0.706,UNMATCHED
3070,Gravity Stone Chunk,,,0.645,UNMATCHED
3080,Wraith Calling Bell,MENU_KNOWLEDGE_03092,Spirit Calling Bell,0.842,LOW_CONFIDENCE
3300,Holy Water Grease,,,0.571,UNMATCHED
3310,Warming Stone,,,0.615,UNMATCHED
3311,Frenzyflame Stone,,,0.722,UNMATCHED
3320,Scriptstone,,,0.615,UNMATCHED
3350,Bewitching Branch,,,0.545,UNMATCHED
3360,Baldachin's Blessing,,,0.564,UNMATCHED
3361,Radiant Baldachin's Blessing,,,0.553,UNMATCHED
3500,Uplifting Aromatic,,,0.545,UNMATCHED
3510,Spark Aromatic,,,0.571,UNMATCHED
3520,Ironjar Aromatic,,,0.581,UNMATCHED
3550,Bloodboil Aromatic,,,0.649,UNMATCHED
3580,Poison Spraymist,MENU_KNOWLEDGE_06610,Poison Mist,0.815,LOW_CONFIDENCE
3610,Acid Spraymist,,,0.583,UNMATCHED
4000,Glintstone Pebble,MENU_KNOWLEDGE_06000,Glintstone Pebble,1.000,DUPLICATE_SKIPPED
4001,Great Glintstone Shard,MENU_KNOWLEDGE_06015,Great Glintstone Shard,1.000,UPDATED
4010,Swift Glintstone Shard,MENU_KNOWLEDGE_06001,Swift Glintstone Shard,1.000,UPDATED
4020,Glintstone Cometshard,MENU_KNOWLEDGE_06002,Glintstone Cometshard,1.000,UPDATED
4021,Comet,MENU_KNOWLEDGE_06003,Comet,1.000,UPDATED
4030,Shard Spiral,MENU_KNOWLEDGE_06004,Shard Spiral,1.000,UPDATED
4040,Glintstone Stars,MENU_KNOWLEDGE_06010,Glintstone Stars,1.000,UPDATED
4050,Star Shower,MENU_KNOWLEDGE_06016,Star Shower,1.000,UPDATED
4060,Crystal Barrage,MENU_KNOWLEDGE_06009,Crystal Barrage,1.000,UPDATED
4070,Glintstone Arc,MENU_KNOWLEDGE_06014,Glintstone Arc,1.000,UPDATED
4080,Cannon of Haima,MENU_KNOWLEDGE_06017,Cannon of Haima,1.000,UPDATED
4090,Crystal Burst,MENU_KNOWLEDGE_06006,Crystal Burst,1.000,UPDATED
4100,Shatter Earth,MENU_KNOWLEDGE_06018,Shatter Earth,1.000,UPDATED
4110,Rock Blaster,MENU_KNOWLEDGE_06019,Rock Blaster,1.000,UPDATED
4120,Gavel of Haima,MENU_KNOWLEDGE_06020,Gavel of Haima,1.000,UPDATED
4130,Terra Magicus,MENU_KNOWLEDGE_06103,Terra Magica,0.880,LOW_CONFIDENCE
4140,Starlight,MENU_KNOWLEDGE_06102,Starlight,1.000,UPDATED
4200,Comet Azur,MENU_KNOWLEDGE_06012,Comet Azur,1.000,UPDATED
4210,Founding Rain of Stars,MENU_KNOWLEDGE_06021,Founding Rain of Stars,1.000,UPDATED
4220,Stars of Ruin,MENU_KNOWLEDGE_06022,Stars of Ruin,1.000,UPDATED
4300,Glintblade Phalanx,MENU_KNOWLEDGE_06005,Glintblade Phalanx,1.000,DUPLICATE_SKIPPED
4301,Carian Phalanx,MENU_KNOWLEDGE_06023,Carian Phalanx,1.000,UPDATED
4302,Greatblade Phalanx,MENU_KNOWLEDGE_06024,Greatblade Phalanx,1.000,UPDATED
4360,Rennala's Full Moon,MENU_KNOWLEDGE_06007,Rennala_s Full Moon,1.000,UPDATED
4361,Ranni's Dark Moon,MENU_KNOWLEDGE_06025,Ranni_s Dark Moon,1.000,UPDATED
4370,Magic Downpour,MENU_KNOWLEDGE_06011,Magic Downpour,1.000,UPDATED
4380,Loretta's Greatbow,MENU_KNOWLEDGE_06013,Loretta_s Greatbow,1.000,UPDATED
4381,Loretta's Mastery,MENU_KNOWLEDGE_06026,Loretta_s Mastery,1.000,UPDATED
4390,Magic Glintblade,MENU_KNOWLEDGE_06027,Magic Glintblade,1.000,UPDATED
4400,Glintstone Icecrag,MENU_KNOWLEDGE_06028,Glintstone Icecrag,1.000,UPDATED
4410,Zamor Ice Storm,MENU_KNOWLEDGE_06029,Zamor Ice Storm,1.000,DUPLICATE_SKIPPED
4420,Freezing Mist,MENU_KNOWLEDGE_06030,Freezing Mist,1.000,UPDATED
4430,Carian Greatsword,MENU_KNOWLEDGE_06050,Carian Greatsword,1.000,DUPLICATE_SKIPPED
4431,Adula's Moonblade,MENU_KNOWLEDGE_06031,Adula_s Moonblade,1.000,UPDATED
4440,Carian Slicer,MENU_KNOWLEDGE_06051,Carian Slicer,1.000,UPDATED
4450,Carian Piercer,MENU_KNOWLEDGE_06052,Carian Piercer,1.000,UPDATED
4460,Scholar's Armament,MENU_KNOWLEDGE_06100,Scholar_s Armament,1.000,UPDATED
4470,Scholar's Shield,MENU_KNOWLEDGE_06101,Scholar_s Shield,1.000,UPDATED
4480,Lucidity,MENU_KNOWLEDGE_06032,Lucidity,1.000,UPDATED
4490,Frozen Armament,MENU_KNOWLEDGE_06507,Frozen Armament,1.000,UPDATED
4500,Shattering Crystal,MENU_KNOWLEDGE_06033,Shattering Crystal,1.000,UPDATED
4510,Crystal Release,MENU_KNOWLEDGE_06034,Crystal Release,1.000,UPDATED
4520,Crystal Torrent,MENU_KNOWLEDGE_06035,Crystal Torrent,1.000,UPDATED
4600,Ambush Shard,MENU_KNOWLEDGE_06036,Ambush Shard,1.000,UPDATED
4610,Night Shard,MENU_KNOWLEDGE_06037,Night Shard,1.000,UPDATED
4620,Night Comet,MENU_KNOWLEDGE_06038,Night Comet,1.000,UPDATED
4630,Thops's Barrier,MENU_KNOWLEDGE_06039,Thops_s Barrier,1.000,DUPLICATE_SKIPPED
4640,Carian Retaliation,MENU_KNOWLEDGE_06040,Carian Retaliation,1.000,DUPLICATE_SKIPPED
4650,Eternal Darkness,MENU_KNOWLEDGE_06041,Eternal Darkness,1.000,UPDATED
4660,Unseen Blade,MENU_KNOWLEDGE_06702,Unseen Blade,1.000,UPDATED
4670,Unseen Form,MENU_KNOWLEDGE_06704,Unseen Form,1.000,UPDATED
4700,Meteorite,MENU_KNOWLEDGE_06070,Meteorite,1.000,UPDATED
4701,Meteorite of Astel,MENU_KNOWLEDGE_06042,Meteorite of Astel,1.000,UPDATED
4710,Rock Sling,MENU_KNOWLEDGE_06071,Rock Sling,1.000,UPDATED
4720,Gravity Well,MENU_KNOWLEDGE_06043,Gravity Well,1.000,UPDATED
4721,Collapsing Stars,MENU_KNOWLEDGE_06044,Collapsing Stars,1.000,UPDATED
4800,Magma Shot,MENU_KNOWLEDGE_06205,Magma Shot,1.000,UPDATED
4810,Gelmir's Fury,MENU_KNOWLEDGE_06212,Gelmir_s Fury,1.000,UPDATED
4820,Roiling Magma,MENU_KNOWLEDGE_06213,Roiling Magma,1.000,UPDATED
4830,Rykard's Rancor,MENU_KNOWLEDGE_06045,Rykard_s Rancor,1.000,UPDATED
4900,Briars of Sin,MENU_KNOWLEDGE_06046,Briars of Sin,1.000,UPDATED
4910,Briars of Punishment,MENU_KNOWLEDGE_06047,Briars of Punishment,1.000,UPDATED
5000,Rancorcall,MENU_KNOWLEDGE_06048,Rancorcall,1.000,UPDATED
5001,Ancient Death Rancor,MENU_KNOWLEDGE_06049,Ancient Death Rancor,1.000,UPDATED
5010,Explosive Ghostflame,MENU_KNOWLEDGE_06053,Explosive Ghostflame,1.000,UPDATED
5020,Fia's Mist,MENU_KNOWLEDGE_06054,Fia_s Mist,1.000,UPDATED
5030,Tibia's Summons,MENU_KNOWLEDGE_06099,Tibia_s Summons,1.000,UPDATED
5040,Death Lightning,MENU_KNOWLEDGE_06104,Death Lightning,1.000,UPDATED
5100,Oracle Bubbles,MENU_KNOWLEDGE_06607,Oracle Bubbles,1.000,UPDATED
5110,Great Oracular Bubble,MENU_KNOWLEDGE_06608,Great Oracular Bubble,1.000,DUPLICATE_SKIPPED
6000,Catch Flame,MENU_KNOWLEDGE_06200,Catch Flame,1.000,UPDATED
6001,"O, Flame!",MENU_KNOWLEDGE_06201,"O, Flame!",1.000,UPDATED
6010,Flame Sling,MENU_KNOWLEDGE_06202,Flame Sling,1.000,UPDATED
6020,"Flame, Fall Upon Them",MENU_KNOWLEDGE_06206,"Flame, Fall Upon Them",1.000,UPDATED
6030,"Whirl, O Flame!",MENU_KNOWLEDGE_06209,"Whirl, O Flame!",1.000,UPDATED
6040,"Flame, Cleanse Me",MENU_KNOWLEDGE_06303,"Flame, Cleanse Me",1.000,UPDATED
6050,"Flame, Grant Me Strength",MENU_KNOWLEDGE_06308,"Flame, Grant Me Strength",1.000,UPDATED
6060,"Flame, Protect Me",MENU_KNOWLEDGE_06309,"Flame, Protect Me",1.000,UPDATED
